c,theta,A1,n_star,w,N_real,N_predict,Error_predict,n,start_ind
144.570948954848,0.304499980709496,36.710512299004,0.922294834641663,0.093134828735681,63,491,679.365079365079,19,
59.8354786990383,0.330428069158966,27.9710433771433,0.922294844549375,0.094453941159741,63,389,517.460317460318,29,
18.770476149977,0.478820903788934,12.5000910722492,0.59542707148509,2.23322629460698,116,78,32.7586206896552,47,
45.8279329074909,0.338352923236731,20.8380857952257,0.922294835538458,0.108140920021599,53,292,450.943396226415,24,
1093.48339056053,0.45559030719198,73.1193476775615,0.922294787395775,0.06057489924517,70,954,1262.85714285714,13,
22.6213889436045,0.48323104092121,14.9283586628591,0.29098564370177,1.66230615373528,87,73,16.0919540229885,52,
31.1098822162355,0.631007696343448,41.0106283620774,0.268699671529139,3.37024248594057,341,208,39.0029325513196,152,
38.7625333773577,0.448171409547722,16.5422499481096,0.555401725410484,2.98329481383976,142,68,52.112676056338,31,
17.9682857266176,0.680044682676226,9.33118872198753,0.2924748133765,5.61095326330374,152,91,40.1315789473684,78,
28.2167773567111,0.361194707758009,19.1647867522024,0.922294847107141,0.158128603360183,74,282,281.081081081081,35,
12.2643485681483,0.41602855778398,13.0074072488476,0.922294849571716,0.298695769809038,89,206,131.460674157303,39,
331.565487234661,0.081083257536255,246.054086559893,0.922294629172628,0.0180009452356,66,3176,4712.12121212121,9,
200.82151857073,0.308280385378945,29.3264151941755,0.922294846689622,0.593524787338537,233,386,65.6652360515021,9,
0.008980031667995,0.037750046710293,51.8168315081566,0.34288624251462,2.30802811328812,306,203,33.6601307189542,124,
78.8017208939235,0.320695174500071,18.880494593204,0.922294845541659,0.164625251896337,53,256,383.018867924528,13,
4.00660895196087,0.043572255702418,160.37745349186,0.922294785472587,0.046028885104345,126,2095,1562.69841269841,31,
67.4689875045564,0.826329366895441,12.5058432254363,0.081984746231632,3.74375218833381,92,55,40.2173913043478,41,
0.823850011777019,1.23316989159743,0.005874123167007,0.88246656806781,8203.55748801059,411,1,99.7566909975669,1,
2.43960667732642,0.031121934144646,28.6162772317859,0.922294850445751,0.260680112118916,101,373,269.306930693069,5,
23.8047738219346,0.526624479284118,9.18631032929813,0.451003770162912,4.96028170648136,112,46,58.9285714285714,29,
9.86126325615874,0.500660275350035,21.0291197675917,0.191570638681804,6.03560258963193,252,121,51.984126984127,95,
36.923390316988,0.345973763107529,22.4697125098575,0.922294708132299,0.096830263019215,55,316,474.545454545455,27,
6801.75835625399,0.274556282370232,234.380789635893,0.922294787851521,0.035142609172597,110,3020,2645.45454545454,4,
64.5772662390137,0.057288554100764,145.374221443945,0.922294369534503,0.035812932922195,86,1890,2097.67441860465,19,
2.88035975887336,0.07319911418583,103.062956991282,0.21240716355289,0.305674457414892,81,172,112.345679012346,41,
53.122083113926,0.548634922096795,13.4572702943592,0.073361488418037,45.0330247753607,682,43,93.6950146627566,28,
41.3336567311129,0.351738082197856,21.26776658224,0.922294848836549,0.146146330622868,60,294,390,20,
213.411551889925,1.10403015026738,17.5325595168118,0.922293990080792,0.155123405944487,64,255,298.4375,29,
162.654456237054,0.322305520736433,74.4925622108509,0.922294849749388,0.238875921021794,248,978,294.354838709677,19,
103.397903378276,0.060838095083414,112.336600999716,0.92229459938465,0.142494186082794,214,1454,579.439252336449,8,
35.5621806616345,0.355027715341514,14.0993773210486,0.922294834694733,0.815664706554878,165,198,20,17,
0.823850011777019,1.23316989159743,0.0030490079647,0.88246656806781,2736.91435502887,72,1,98.6111111111111,1,
9.16493380789384,0.439352332091812,25.0218921758097,0.922294848258767,0.652152193407449,304,416,36.8421052631579,94,
16.2724862449002,0.496393321495252,27.8058973333263,0.602182765811825,1.43069374607586,183,153,16.3934426229508,83,
23.719846375718,0.276239247885985,96.5750008907211,0.922267676794398,0.271248176843711,424,1329,213.443396226415,87,
4831.28647716749,0.516457460843856,117.31200424448,0.922294824229295,0.121877999049551,189,1515,701.587301587302,5,
9806.39147490311,0.420574497853244,263.811684132502,0.922294638522906,0.02415298496757,85,3398,3897.64705882353,3,
33.4468555393492,0.019446637326005,512.117462822461,0.922294558340322,0.004096808012069,53,6616,12383.0188679245,26,
0.823850011777019,1.23316989159743,0.00596594139398,0.88246656806781,1241.14632088066,64,1,98.4375,1,
1.53330029427413E-09,0.002192939905769,2202.47952657428,0.184438767389617,0.403988910699152,1214,2824,132.619439868204,123,
8.64277445349112,0.325792627381013,2.12357434725636,0.922294849948006,1.68321721676939,52,33,36.5384615384615,6,
0.128329074106411,0.029660708772191,184.332831477836,0.648492591978081,0.427149405592335,281,581,106.761565836299,57,
222.850817023638,0.294315271637186,76.7969748889988,0.922294775473699,0.041484891952883,61,1008,1552.45901639344,20,
0.823850011777019,1.23316989159743,0.002563232578894,0.88246656806781,30217.5199711066,660,1,99.8484848484848,1,
13.3492260718357,0.407414597745086,5.39800249107435,0.922294846729011,0.820524581781892,75,87,16,18,
7.30416119365838,0.457792540552958,9.7708513023211,0.922294845025096,0.246535304825465,82,177,115.853658536585,51,
38.3737400133945,0.864270544534589,7.47396926966699,0.091700284943091,5.83336440780873,92,52,43.4782608695652,44,
39.6482698706732,0.264016981102929,31.7065744293044,0.301574071299169,1.21152873717706,76,66,13.1578947368421,21,
28.2674009150981,0.564191364294156,36.1197852988719,0.357181702549068,4.1822590763209,348,169,51.4367816091954,113,
895.861572425127,0.315612901270779,138.518151539347,0.922294842872239,0.029731650920865,63,1793,2746.03174603175,10,
53.5309920523659,0.336158881201501,19.5888665048643,0.922294834954073,0.186439718513151,66,271,310.606060606061,19,
118.190827115418,0.205967674026486,14.2582833132412,0.92229472768665,0.577682367804121,111,188,69.3693693693694,5,
127.896045125289,0.954174297546529,12.1137839505216,0.045996878180007,7.16657028391868,122,44,63.9344262295082,31,
23.4203249815726,0.147004994262266,14.7941929457109,0.295530825705693,4.71417727963025,106,28,73.5849056603774,7,
25.2270998870362,0.37116087345521,12.878084674293,0.922294848875491,0.476678566269265,98,185,88.7755102040816,19,
16.1281614499182,0.395343200986438,16.714813778161,0.92229484874975,0.288230514647441,100,253,153,38,
67.0675645603263,0.93549551750964,11.3356358316056,0.048854843223625,2.51722577605508,76,58,23.6842105263158,46,
11.9355630631117,0.417331918307789,20.1292327236369,0.922294835099042,0.331987029671293,144,317,120.138888888889,58,
27.676520387407,0.784375998076453,20.1507274853209,0.160146802905298,7.960603941567,272,105,61.3970588235294,81,
1054.1471632968,0.401897673288414,63.2425775113595,0.922294849722708,0.079864467369578,68,817,1101.47058823529,3,
31.6902574577715,0.371010099866975,15.5729591128787,0.857987604069107,0.538030781381397,81,132,62.962962962963,22,
7.07975111738174,0.016395290924272,628.860404183809,0.921984410839669,0.002977408225086,63,8100,12757.1428571429,39,
50.7012921426764,0.33939185571666,18.5590407420244,0.922294836831195,0.238654268945732,75,257,242.666666666667,18,
25.3584561332752,0.369872509589014,32.9912450616293,0.922294842544522,0.174294169285328,122,473,287.704918032787,48,
20.4058102719728,0.384836210325497,32.7736566817366,0.922294848456188,0.232354446293358,151,475,214.569536423841,53,
1219.40938870745,0.278127175942019,331.744127189951,0.922294839360346,0.015459325974083,85,4288,4944.70588235294,19,
12267.6663178701,0.568801096214944,397.574962118058,0.922294358782231,0.018567657974136,105,5126,4781.90476190476,10,
15.8338828161625,0.401204938353071,8.21935014802834,0.922294852084383,0.680682845865431,90,124,37.7777777777778,18,
22.5567035177238,0.371134185389312,2.9753229167359,0.92229484024488,2.08932373203691,86,44,48.8372093023256,6,
298.528744620857,0.454515730588997,46.3491568477457,0.922294844555331,0.090531925053049,57,599,950.877192982456,3,
244.954535895993,0.900430444534896,15.9086387808118,0.363922493911259,2.27903960524824,79,47,40.506329113924,22,
6879.07134557739,0.29601766728427,885.341776051712,0.922294818873961,0.005353882734222,70,11403,16190,9,
22.440454729326,0.604135999787987,23.7756073714794,0.341836229445811,5.37036844075238,280,122,56.4285714285714,86,
7.16012365131077,0.416332866885849,20.0917667444806,0.036340543267557,3.26147739475462,150,103,31.3333333333333,82,
303.378021917067,0.293198700726671,52.5443268918006,0.922294848849356,0.406683610400604,285,686,140.701754385965,10,
0.823850011777019,1.23316989159743,0.00499420508955,0.88246656806781,5201.00556370144,222,1,99.5495495495496,1,
150.28156154184,0.772682646319544,19.063018872475,0.922292515708764,0.187511972857465,69,268,288.405797101449,23,
23.3664506617654,0.040797707131193,237.428919308066,0.660012311889831,0.057278226949099,70,728,940,30,
51.523277153208,0.77801329652413,10.8461687055026,0.114106877178768,3.75718696216687,74,40,45.9459459459459,28,
103.437602490941,0.280239760591412,24.3142015925751,0.922294840710138,0.153402020284818,59,324,449.152542372881,11,
36.7576717716324,0.352399695146159,10.167390294811,0.922294849536042,0.282775666498587,50,144,188,13,
0.823850011777019,1.23316989159743,0.000971132780199,0.88246656806781,142933.063265982,1182,1,99.9153976311337,1,
118.272653474689,0.56571484526212,24.9178113094107,0.178753447967007,0.988746413361152,50,50,0,20,
147.411136306194,1.04269947648861,11.0446427686833,0.922294408003422,0.351779562381634,77,169,119.48051948052,27,
7.02191495889784,0.462203237148703,9.77059073841847,0.92229484760237,0.389695215921015,99,176,77.7777777777778,50,
22.5563443392425,0.426977886981372,25.8573377029587,0.330013549894471,1.71011827338687,120,93,22.5,54,
119.173971651052,0.313165844501897,66.6083366942929,0.922294671243045,0.03966442203567,57,880,1443.85964912281,23,
19.9017474822333,0.744445620981516,19.2345867439166,0.204366525589,3.76419036890929,217,150,30.8755760368664,126,
27.4474461313907,0.399326503060031,25.5353869067326,0.782407461219422,0.221551607146528,67,158,135.820895522388,41,
3383.37267716211,0.001360704074735,86235.8652570462,0.910399237997786,6.96143192423967E-05,86,962465,1119045.34883721,19,
20.3766517454163,0.443561067462974,19.2849633667121,0.685724223580806,1.45038098177507,136,108,20.5882352941176,47,
246.089995351259,0.324960646040923,69.6290423735323,0.747892743100867,0.14120807473296,57,294,415.789473684211,18,
0.823850011777019,1.23316989159743,0.002249951818311,0.88246656806781,3395.48296697692,66,1,98.4848484848485,1,
26.166615415872,0.060793926084215,55.9656304785861,0.922294236965192,0.063868932933202,57,731,1182.45614035088,11,
1679.15269611287,0.289354900346165,231.184085217485,0.922294844689818,0.061845730269984,191,2982,1461.25654450262,7,
54.6290903108799,0.333064859825938,7.81880365081203,0.922294846061715,0.467097320537022,55,109,98.1818181818182,8,
21.8283392067405,0.503133987154658,38.1127218560603,0.52001253195111,6.14581885000199,580,171,70.5172413793103,92,
40.611673195898,0.756850422225571,24.636678253297,0.130891496808195,5.9970927908203,258,116,55.0387596899225,88,
1.13652314234774,0.223261377201334,84.0799972178497,0.922294300858796,0.279104685028008,524,1304,148.854961832061,222,
4362.40544480093,0.292396827581471,327.2088791528,0.922294827669572,0.010686546049493,52,4218,8011.53846153846,7,
23.4978546170469,0.37463282960346,24.6660107624202,0.922294846710463,0.160664926969226,91,357,292.307692307692,40,
28.8438496746661,0.36292390034796,27.0318618900884,0.922294847097058,0.106359327711091,71,382,438.028169014085,34,
0.823850011777019,1.23316989159743,0.001728278538866,0.88246656806781,4964.44313697302,74,1,98.6486486486487,1,
102.17154518221,0.31939934758102,31.2411958026919,0.922294846843624,0.146748673296018,73,416,469.86301369863,14,
19.3931016975167,0.385354508838674,5.65973857115764,0.92229485026377,0.535448908392447,50,84,68,11,
41.9034146145365,0.554994952962258,6.65332566753039,0.922294142863141,0.362056765535838,51,106,107.843137254902,20,
18.0349664154999,0.387944531607256,15.0609590661938,0.922294846239158,0.123825028808841,56,226,303.571428571429,32,
34.6605724204914,0.017900050793276,410.779837872507,0.92229461559248,0.008701614230286,66,5306,7939.39393939394,20,
27.0942038813116,0.369479260149308,20.9288228682633,0.922294843610894,0.256185253446756,102,302,196.078431372549,33,
21.1107317616355,0.37848069430049,34.5254222832785,0.922294800911213,0.186805290068618,141,502,256.028368794326,58,
